author;ID_core_pubs;Sloupec1;Odkaz na isvavai.cz;Kód výsledku;Dodavatel;Název v původním jazyce;Název v českém jazyce;pubs_title_eng;Druh;Poddruh;Poddruh (alt);Jazyk;Obor - skupina;Obor;Vědní obor;Stav uplatnění výsledku;Rok uplatnění;Kód důvěrnosti;Počet výskytů výsledku;Počet tvůrců celkem;Počet domácích tvůrců;list;Popis výsledku v pův. jazyce;abstract;keywords;URL s plným textem výsledku;Odkaz na údaje z výzkumu;DOI výsledku;ID předkladatele;Předkladatel;Kategorie;Právní forma;Ičo;Název organizace;Ulice sídla;Město sídla;PSČ sídla;Země sídla;Region sídla;Kraj sídla;Okres sídla;Kód předkladatele OJ;Předkladatel OJ;Označení dodávky dat;Datum poslední dodávky;Specifikace;Kontrolní číslo;Název periodika / sborníku;ISBN;ISSN;e-ISSN;Svazek periodika;Číslo periodika v rámci uvedeného svazku;Název nakladatele resp. objednatele;Místo vydání;Stát vydavatele periodika;Počet stran knihy;Počet stran výsledku;Strana od-do;Kód UT WoS článku podle Web of Science;EID výsledku v databázi Scopus;Způsob publikování výsledku;Předpoklad zveřejnění textu výsledku;Místo konání akce;Datum konání nebo zahájení akce;Typ akce podle státní příslušnosti účastníků;Seznam návazností na VA **;Období hodnocení;Finální známka;;;;
1;16;16;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00023752%3A_____%2F16%3A43915343%21RIV17-MSM-00023752;RIV/00023752:_____/16:43915343;MSM;Virtuální realita jako nástroj pro testování a remediaci duševních poruch;Virtuální realita jako nástroj pro testování a remediaci duševních poruch;Virtual reality as a tool for assessment and remediation of mental disorders;C;;;cze;F - Lékařské vědy;FL - Psychiatrie, sexuologie;0;U;2016;S;2;4;4;Fajnerová, Iveta:Nekovářová, Tereza:Binter, Jakub:Klapilová, Kateřina;Kapitola pojednává o různorodých aplikacích virtuální reality v prostředí klinického výzkumu a praxe. Navzdory určitým omezením, přináší virtuální realita vysokou míru kontroly nad průběhem testování a má potenciál vytvářet podmínky blízké reálným životním situacím. Virtuální realita se proto využívá nejen jako všestranný nástroj vyšetření kognitivních funkcí, ale také v oblasti kognitivní remediace, neboli v tréninku zaměřeném na nápravu narušených funkcí. Využití této technologie je ale mnohem širší, využívá se např. k tvorbě specifických stimulů, které jsou jinak velmi náročně získatelné z finančních, etických a zdravotních důvodů (např. tvorba virtuálních postav pro parafilní jedince se sexuální deviací). V kapitole se zabýváme také specifickými pojmy jako jsou teleprezence nebo imerze, a okrajově se potýkáme také s problematikou gamblerství a nežádoucího efektu hraní virtuálních her na duševní zdraví dětí.;The chapter discusses various applications of virtual reality in clinical research and practice. Despite certain limitations, virtual reality allows high degree of control over the testing procedure and it has the potential to create real life situations. Virtual reality is therefore used not only as a tool for examination of cognitive functioning, but also in the field of cognitive remediation, training aimed at correction of disturbed functions. However, possible applications of virtual technology are much larger, for example for designing of specific stimuli that are otherwise very difficult to obtain due to financial, ethical or medical reasons (eg. virtual characters for paraphiliac individuals with sexual deviance). The chapter also deals with specific concepts such as telepresence and immersion. We also discuss the problematic topics, such as gambling and undesirable effects of virtual gaming on children's' mental health of children.;social abilities:sexuology:gambling:remediation:cognitive functions:virtual reality;;;;ico:00023752;Národní ústav duševního zdraví;I;SPO;23752;Národní ústav duševního zdraví;;Klecany;Klecany;CZ;CZ02;CZ020;CZ0209;;;RIV17-MSM-00023752/01:1;28.04.2017;RIV/00023752:_____/16:43915343!RIV17-MSM-00023752;191862739;Mozek a jeho člověk, mysl a její nemoc;978-80-7492-283-1;;;;;Galén;Praha;;382;12;351-362;;;;;;;;P (7F14236), P (LO1611);;;;;;
1;17;17;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00216208%3A11240%2F15%3A10292611%21RIV16-GA0-11240___;RIV/00216208:11240/15:10292611;GA0;Sexual Satisfaction, Sexual Compatibility, and Relationship Adjustment in Couples : The Role of Sexual Behaviors, Orgasm, and Men's Discernment of Women's Intercourse Orgasm;;Sexual Satisfaction, Sexual Compatibility, and Relationship Adjustment in Couples : The Role of Sexual Behaviors, Orgasm, and Men's Discernment of Women's Intercourse Orgasm;J;;;eng;A - Společenské vědy;AN - Psychologie;0;U;2015;S;2;5;4;Klapilová, Kateřina: Brody, Stuart Mitchel: Krejčová, Lucie: Binter, Jakub: Husárová, Barbara;Introduction Research indicated that (i) vaginal orgasm consistency is associated with indices of psychological, intimate relationship, and physiological functioning, and (ii) masturbation is adversely associated with some such measures. Aim The aim of this study was to examine the association of various dyadic and masturbation behavior frequencies and percentage of female orgasms during these activities with: (i) measures of dyadic adjustment, (ii) sexual satisfaction, and (iii) compatibility perceivedby both partners. Methods In a sample of 85 Czech long-term couples (aged 20-40, mean relationship length 5.4 years), both partners provided details of recent sexual behaviors and completed sexual satisfaction, Spanier dyadic adjustment, and Hurlbert sexual compatibility measures. Multiple regression analyses were used. Results In multivariate analyses, women's dyadic adjustment is independently predicted by greater vaginal orgasm consistency and lower frequency of women's masturbation.;Introduction Research indicated that (i) vaginal orgasm consistency is associated with indices of psychological, intimate relationship, and physiological functioning, and (ii) masturbation is adversely associated with some such measures. Aim The aim of this study was to examine the association of various dyadic and masturbation behavior frequencies and percentage of female orgasms during these activities with: (i) measures of dyadic adjustment, (ii) sexual satisfaction, and (iii) compatibility perceivedby both partners. Methods In a sample of 85 Czech long-term couples (aged 20-40, mean relationship length 5.4 years), both partners provided details of recent sexual behaviors and completed sexual satisfaction, Spanier dyadic adjustment, and Hurlbert sexual compatibility measures. Multiple regression analyses were used. Results In multivariate analyses, women's dyadic adjustment is independently predicted by greater vaginal orgasm consistency and lower frequency of women's masturbation.;Sexual Intercourse: Relationship Satisfaction: Dyadic Adjustment: Sexual Compatibility: Masturbation: Vaginal Orgasm: Sexual Satisfaction;http://onlinelibrary.wiley.com/doi/10.1111/jsm.12766/full;;10.1111/jsm.12766;orjk:11240;Univerzita Karlova / Fakulta humanitních studií;J;VVS;216208;Univerzita Karlova v Praze;Ovocný trh 560;Praha;11000;CZ;CZ01;CZ010;CZ0100;11240;Fakulta humanitních studií;RIV16-GA0-11240___/01:1;11.05.2016;RIV/00216208:11240/15:10292611!RIV16-GA0-11240___;191777097;Journal of Sexual Medicine;;1743-6095;;12;3;Journal of Sexual Medicine;;US;;9;667-675;3,51E+11;2-s2.0-84923929099;;;;;;I, S, S, P (GPP407/12/P819);;;;;;
1;18;18;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00216208%3A11240%2F14%3A10272130%21RIV15-MSM-11240___;RIV/00216208:11240/14:10272130;MSM;Prevalence zoofilního chování v české sadomasochistické komunitě;Prevalence zoofilního chování v české sadomasochistické komunitě;Prevalence of zoophilia (sexual contact with animals) in Czech sado-masochistic comunity;D;;;cze;A - Společenské vědy;AN - Psychologie;0;U;2014;S;1;9;5;Schejbalová, Andrea: Klapilová, Kateřina: Bártová, Klára: Varella Valentova, Jaroslava: Krejčová, Lucie: Weiss, Petr: Kleisner, Karel: Keil, Petr: Binter, Jakub;Tento výzkum se soustředil na ochotu věnovat se sexuálním aktivitám zahrnujícím sexuální kontakt se zvířetem v sado-masochistické (SM) komunitě a jeho zjištěním je, že v SM komunitě je vyšší procento jedinců, kteří by byli takové chování ochotni provozovat (asi 9%), než v běžné populaci (2-5%). Tento výsledek je zajímavý z pohledu sexuologie, protože podporuje zjištění, že sexuální vzrušení je možné zvýšit skrze praktiky, které by se za běžných podmínek byly znechucující a nepreferované a to zejména, usubmisivních jedinců.;This study focussed on will to have sexual contact with animals in sado-masochistic (SM) comunity. Its most important finding is that within the comunity the prevalence is much higher (aprox. 9 %) than in regular population (2-5%). This result is important and relates to phenomenon of disgust increasing sexual arrousal through realization of sexual practices that would normally be foud disgusting. This phenomenon pays especially for submissives.;sado-masochism: zoophilia: disgust: sexual arrousal;;;;orjk:11240;Univerzita Karlova / Fakulta humanitních studií;J;VVS;216208;Univerzita Karlova v Praze;Ovocný trh 560;Praha;11000;CZ;CZ01;CZ010;CZ0100;11240;Fakulta humanitních studií;RIV15-MSM-11240___/01:1;29.05.2015;RIV/00216208:11240/14:10272130!RIV15-MSM-11240___;152343736;Metodologické problémy identifikace a interpretace sociálních deviací;978-80-905443-1-4;;;;;Masarykova česká sociologická společnost. Sekce sociální patologie;Praha;;;4;129-131;;;;;Červená nad Vltavou;09.04.2014;WRD;I, S;;;;;;
1;19;19;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00216208%3A11240%2F14%3A10285114%21RIV15-GA0-11240___;RIV/00216208:11240/14:10285114;GA0;Vocal modulation during courtship increases proceptivity even in naive listeners;;Vocal modulation during courtship increases proceptivity even in naive listeners;J;;;eng;A - Společenské vědy;AN - Psychologie;0;U;2014;S;4;7;4;Leongomez, Juan David: Binter, Jakub: Kubicová, Lydie: Stolařová, Petra: Klapilová, Kateřina: Havlíček, Jan: Roberts, S. Craig;Speakers modulate their voice when talking to infants, but we know little about subtle variation in acoustic parameters during speech in adult social interactions. Because tests of perception of such variation are hampered by listeners' understanding ofsemantic content, studies often confine speech to enunciation of standard sentences, restricting ecological validity. Furthermore, apparent paralinguistic modulation in one language may be underpinned by specific parameters of that language. Here we circumvent these problems by recording speech directed to attractive or unattractive potential partners or competitors, and testing responses to these recordings by naive listeners, across both a Germanic (English) and a Slavic (Czech) language. Analysis ofacoustic parameters indicates that men's voices varied F-o most in speech towards potential attractive versus unattractive mates, while modulation of women's Fo variability was more sensitive to competitors, with higher variability when t;Speakers modulate their voice when talking to infants, but we know little about subtle variation in acoustic parameters during speech in adult social interactions. Because tests of perception of such variation are hampered by listeners' understanding ofsemantic content, studies often confine speech to enunciation of standard sentences, restricting ecological validity. Furthermore, apparent paralinguistic modulation in one language may be underpinned by specific parameters of that language. Here we circumvent these problems by recording speech directed to attractive or unattractive potential partners or competitors, and testing responses to these recordings by naive listeners, across both a Germanic (English) and a Slavic (Czech) language. Analysis ofacoustic parameters indicates that men's voices varied F-o most in speech towards potential attractive versus unattractive mates, while modulation of women's Fo variability was more sensitive to competitors, with higher variability when t;Intrasexual competition: Mate choice: Fundamental frequency: Human voice;http://dx.doi.org/10.1016/j.evolhumbehav.2014.06.008;;10.1016/j.evolhumbehav.2014.06.008;orjk:11240;Univerzita Karlova / Fakulta humanitních studií;J;VVS;216208;Univerzita Karlova v Praze;Ovocný trh 560;Praha;11000;CZ;CZ01;CZ010;CZ0100;11240;Fakulta humanitních studií;RIV15-GA0-11240___/01:1;11.05.2015;RIV/00216208:11240/14:10285114!RIV15-GA0-11240___;152550117;Evolution and Human Behavior;;1090-5138;;35;6;Evolution and Human Behavior;;US;;8;489-496;3,43E+11;;;;;;;I, S, S, P (GAP407/10/1303);;;;;;
1;20;20;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00216208%3A11240%2F12%3A10138808%21RIV14-GA0-11240___;RIV/00216208:11240/12:10138808;GA0;Sex differences in the incidence of sexual fantasies focused on evolutionary relevant objects;;Sex differences in the incidence of sexual fantasies focused on evolutionary relevant objects;J;;;eng;A - Společenské vědy;AN - Psychologie;0;U;2012;S;3;5;2;Binter, Jakub: Leongómez, Juan D.: Moyano, Nieves: Valentová, Jaroslava: Klapilová, Kateřina;Sexual fantasies (SF) are an integral part of human sexuality. In contrast with sexual behavioural displays, which rely to great extend on social factors, they are ideal for studying cognitive adaptations related to sexual differences in mate preferencesand motivations. This article examines sex differences in the incidence of sexual fantasies highlighting evolutionary relevant objects across the sample of university students currently involved in long-term relationship (142 women and 121 men). In addition, the intentions to perform sexual activities with these objects were observed. Objects in the checklist of SF (10) were chosen based on evolutionary-psychological literature (e.g., stranger, same sex partner, multiple partner, and inexperienced partner) and were reflected assuming reproductive strategies of both sexes. Supporting evolutionary assumptions, men fantasised more about partners who provide the possibility of increasing fitness with low investment (e.g., multiple partners;Sexual fantasies (SF) are an integral part of human sexuality. In contrast with sexual behavioural displays, which rely to great extend on social factors, they are ideal for studying cognitive adaptations related to sexual differences in mate preferencesand motivations. This article examines sex differences in the incidence of sexual fantasies highlighting evolutionary relevant objects across the sample of university students currently involved in long-term relationship (142 women and 121 men). In addition, the intentions to perform sexual activities with these objects were observed. Objects in the checklist of SF (10) were chosen based on evolutionary-psychological literature (e.g., stranger, same sex partner, multiple partner, and inexperienced partner) and were reflected assuming reproductive strategies of both sexes. Supporting evolutionary assumptions, men fantasised more about partners who provide the possibility of increasing fitness with low investment (e.g., multiple partners;Sex differences: Mating strategy: Evolutionary psychology: Sexual fantasy;http://puvodni.mzm.cz/Anthropologie/downloads/articles/Binter_2012_p83-93.pdf;;;orjk:11240;Univerzita Karlova / Fakulta humanitních studií;J;VVS;216208;Univerzita Karlova v Praze;Ovocný trh 560;Praha;11000;CZ;CZ01;CZ010;CZ0100;11240;Fakulta humanitních studií;RIV14-GA0-11240___/01:1;29.05.2014;RIV/00216208:11240/12:10138808!RIV14-GA0-11240___;56756247;Anthropologie - International Journal of the Science of Man;;0323-1119;;50;1;Anthropologie - International Journal of the Science of Man;;CZ;;11;83-93;;;;;;;;I, S, S, P (GPP407/12/P819);;;;;;
2;21;1;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00023752%3A_____%2F20%3A43920329%21RIV21-GA0-00023752;RIV/00023752:_____/20:43920329;GA0;Attention Bias and Recognition of Sexual Images;;Attention Bias and Recognition of Sexual Images;J;J/A;Jimp;eng;-;-;50103;U;2020;S;2;4;2;Novák, Ondřej:Bártová, Klára:Vagenknecht, Václav:Klapilová, Kateřina;Attention to sexual stimuli is necessary for the development of sexual response, yet while there is some evidence of attention bias in favor of sexual stimuli, the direction and magnitude of the effect remain unknown. A high-powered sample of 113 participants was tested using the dot-probe task (DPT) and picture recognition task (PRT) to measure visuospatial attention to erotic images. Participants showed no attention bias in the DPT (rB = 0.201, p = 0.064) but were significantly better at recognizing erotic rather than neutral or training pictures (d = 1.445 and 1.461, respectively, both p &lt, 0.001). This indicates that spatial attention bias to sexual pictures is small, negligible, possibly even non-existent, or else the DPT is not a reliable tool to assess it. Results of the PRT, on the other hand, show that sexual stimuli are prioritized in memory and this should be explored in future research.;Attention to sexual stimuli is necessary for the development of sexual response, yet while there is some evidence of attention bias in favor of sexual stimuli, the direction and magnitude of the effect remain unknown. A high-powered sample of 113 participants was tested using the dot-probe task (DPT) and picture recognition task (PRT) to measure visuospatial attention to erotic images. Participants showed no attention bias in the DPT (rB = 0.201, p = 0.064) but were significantly better at recognizing erotic rather than neutral or training pictures (d = 1.445 and 1.461, respectively, both p &lt, 0.001). This indicates that spatial attention bias to sexual pictures is small, negligible, possibly even non-existent, or else the DPT is not a reliable tool to assess it. Results of the PRT, on the other hand, show that sexual stimuli are prioritized in memory and this should be explored in future research.;images:pictures:recognition:dot probe:erotic:sexual:visuospatial attention:attention;https://www.frontiersin.org/articles/10.3389/fpsyg.2020.556071/full;;10.3389/fpsyg.2020.556071;ico:00023752;Národní ústav duševního zdraví;I;SPO;23752;Národní ústav duševního zdraví;Topolová;Klecany,;748;CZ;CZ02;CZ020;CZ0209;;;RIV21-GA0-00023752/01:1;03.05.2021;RIV/00023752:_____/20:43920329!RIV21-GA0-00023752;192249618;Frontiers in Psychology;;1664-1078;;11;556071;Frontiers in Psychology;;CH;;11;01.XI;5,89E+11;2-s2.0-85096075696;A;;;;;;;;;P (GA17-11004S);;
2;22;2;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00216208%3A11240%2F20%3A10426044%21RIV21-MSM-11240___;RIV/00216208:11240/20:10426044;MSM;Erotické stimuly používané při měření ženské sexuální reaktivity: přehledový článek;Erotické stimuly používané při měření ženské sexuální reaktivity: přehledový článek;Erotic stimuli used to measure female sexual arousal: a review;J;J/C;Jost;cze;-;-;50101;U;2020;S;2;3;3;Čiženkova, Alena:Klapilová, Kateřina:Krejčová, Lucie;Měření sexuální vzrušivosti žen během expozice erotických stimulů je komplikované a přináší rozporuplné výsledky. V současnosti neexistuje standardizovaná, všeobecně akceptovaná sada eroticko-sexuálních stimulů pro měření ženského sexuálního vzrušení. Je to způsobeno zejména disproporcí mezi subjektivně vnímaným vzrušením a objektivně měřenými fyziologickými reakcemi, nízkou reaktivitou žen na statické obrazové stimuly a velkou variabilitou v subjektivních preferencích žen. Článek podává přehled doposud používaných erotických stimulů a nastiňuje jejich výhody a nevýhody.;Measurement of female sexual arousal during exposure to erotic stimuli is complicated and yields conflicting results. To this day, standardized and generally accepted set of erotic-sexual stimuli to measure female sexual arousal does not exist. Reasons are disproportion between subjectively perceived arousal and objectively measured physiological responses, low reactivity of women to a static image stimuli and large variability in women&apos,s subjective preferences. The article offers an overview of the stimuli used in psychophysiological research and evaluates their reliability.;female sexuality:psychophysiological sexual reactions:sexual arousal:erotic stimuli;https://verso.is.cuni.cz/pub/verso.fpl?fname=obd_publikace_handle&handle=ETiFUGWKM7;;;orjk:11240;Univerzita Karlova / Fakulta humanitních studií;J;VVS;216208;Univerzita Karlova;Ovocný trh 560;Praha;11000;CZ;CZ01;CZ010;CZ0100;11240;Fakulta humanitních studií;RIV21-MSM-11240___/01:1;13.05.2021;RIV/00216208:11240/20:10426044!RIV21-MSM-11240___;192288141;Sexuológia;;1335-8820;;Neuveden;2;Sexuológia;;SK;;8;36-43;;;C;;;;;;;;;I, S;;
2;23;3;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00023752%3A_____%2F20%3A43920316%21RIV21-MSM-00023752;RIV/00023752:_____/20:43920316;MSM;Kamasutra in Practice: The Use of Sexual Positions in the Czech Population and Their Association With Female Coital Orgasm Potential;;Kamasutra in Practice: The Use of Sexual Positions in the Czech Population and Their Association With Female Coital Orgasm Potential;J;J/A;Jimp;eng;-;-;50101;U;2020;S;4;4;2;Krejčová, Lucie:Kuba, Radim:Flegr, Jaroslav:Klapilová, Kateřina;Introduction: A limited number of scientific studies explore the frequency with which various sexual positions are used in human populations and the potential of particular sexual position to facilitate female coital orgasm. Aim: The aim of this study was to provide data about the prevalence and frequency of various sexual positions, their rated pleasurability, and their association with female coital orgasm consistency (COC). Methods: A sample of Czech heterosexual population (11,225 men/9,813 women) were presented with a list of 13 sexual positions in black-and-white silhouettes. For each position, they indicated frequency and pleasurability. COC was assessed as the proportion of penile-vaginal intercourse with a current partner which led to orgasm. Main Outcome Measure: Participants reported the frequency of useof sexualpositions andratedtheir pleasurability. Using ordinal logistic regression, association between the COC and frequency of use of coital positions was tested. Results: In both men and women, the most commonly used sexual positions were face to face/male above, face to face/female above, and kneeling/rear entry. Nonetheless, there emerged some gender differences in the rating of pleasurability of various positions (all P &lt, .001). We found that a higher proportion of female coital orgasms are positively associated with the frequency of use of face to face/female above (odds ratio [OR] ¼ 1.005, P &lt, .001) and sitting/face-to-face positions (OR ¼ 1.003, P &lt, .001) and negatively associated with the frequency of kneeling/rear entry position (OR ¼ 0.996, P &lt, .001). Conclusions: Our findings suggest that there are no gender differences in the frequency of use of sexual positions, but their rated pleasurability differs between men and women, and higher frequency of use of face-to-face positions with female above increases the likelihood of achieving coital orgasm during penile-vaginal intercourse. Most results, however, were of small effect sizes, and more research is needed to further explore this issue.;Introduction: A limited number of scientific studies explore the frequency with which various sexual positions are used in human populations and the potential of particular sexual position to facilitate female coital orgasm. Aim: The aim of this study was to provide data about the prevalence and frequency of various sexual positions, their rated pleasurability, and their association with female coital orgasm consistency (COC). Methods: A sample of Czech heterosexual population (11,225 men/9,813 women) were presented with a list of 13 sexual positions in black-and-white silhouettes. For each position, they indicated frequency and pleasurability. COC was assessed as the proportion of penile-vaginal intercourse with a current partner which led to orgasm. Main Outcome Measure: Participants reported the frequency of useof sexualpositions andratedtheir pleasurability. Using ordinal logistic regression, association between the COC and frequency of use of coital positions was tested. Results: In both men and women, the most commonly used sexual positions were face to face/male above, face to face/female above, and kneeling/rear entry. Nonetheless, there emerged some gender differences in the rating of pleasurability of various positions (all P &lt, .001). We found that a higher proportion of female coital orgasms are positively associated with the frequency of use of face to face/female above (odds ratio [OR] ¼ 1.005, P &lt, .001) and sitting/face-to-face positions (OR ¼ 1.003, P &lt, .001) and negatively associated with the frequency of kneeling/rear entry position (OR ¼ 0.996, P &lt, .001). Conclusions: Our findings suggest that there are no gender differences in the frequency of use of sexual positions, but their rated pleasurability differs between men and women, and higher frequency of use of face-to-face positions with female above increases the likelihood of achieving coital orgasm during penile-vaginal intercourse. Most results, however, were of small effect sizes, and more research is needed to further explore this issue.;Gender Differences:Female Orgasm:Sexual Positions:Sexual Behavior;https://www.sciencedirect.com/science/article/pii/S2050116120300921?via%3Dihub;;10.1016/j.esxm.2020.07.003;ico:00023752;Národní ústav duševního zdraví;I;SPO;23752;Národní ústav duševního zdraví;Topolová;Klecany,;748;CZ;CZ02;CZ020;CZ0209;;;RIV21-MSM-00023752/01:1;27.04.2021;RIV/00023752:_____/20:43920316!RIV21-MSM-00023752;192243667;Sexual Medicine;;2050-1161;;8;4;Sexual Medicine;;US;;10;767-776;6,15E+11;2-s2.0-85089377494;A;;;;;;;;;P (LO1611);;
2;24;4;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00023752%3A_____%2F20%3A43920381%21RIV21-MSM-00023752;RIV/00023752:_____/20:43920381;MSM;Power Distribution and Relationship Quality in Long-Term Heterosexual Couples;;Power Distribution and Relationship Quality in Long-Term Heterosexual Couples;J;J/A;Jimp;eng;-;-;30105;U;2020;S;2;3;3;Lindová, Jitka:Průšová, Denisa:Klapilová, Kateřina;Power imbalance in romantic couples is associated with lower relationship quality. Reasons underlying this phenomenon remain, however, unclear. In 192 Czech and Slovak long-term heterosexual couples, we measured relationship quality (Dyadic Adjustment Scale) and assessed its link with perceived relationship power, control, decision making, and personality dominance. Decreased relationship quality was found in power-imbalanced couples, and power distribution affected perceived relationship quality especially in men. In women, lower perceived relationship quality was associated with their partners’ control and personality dominance. Results are discussed in the context of interdependence and approach/inhibition theories of power, and some culturally specific explanations are provided.;Power imbalance in romantic couples is associated with lower relationship quality. Reasons underlying this phenomenon remain, however, unclear. In 192 Czech and Slovak long-term heterosexual couples, we measured relationship quality (Dyadic Adjustment Scale) and assessed its link with perceived relationship power, control, decision making, and personality dominance. Decreased relationship quality was found in power-imbalanced couples, and power distribution affected perceived relationship quality especially in men. In women, lower perceived relationship quality was associated with their partners’ control and personality dominance. Results are discussed in the context of interdependence and approach/inhibition theories of power, and some culturally specific explanations are provided.;relationship Quality:Long-Term Heterosexual Couples;https://www.tandfonline.com/doi/abs/10.1080/0092623X.2020.1761493?journalCode=usmt20;;10.1080/0092623X.2020.1761493;ico:00023752;Národní ústav duševního zdraví;I;SPO;23752;Národní ústav duševního zdraví;Topolová;Klecany,;748;CZ;CZ02;CZ020;CZ0209;;;RIV21-MSM-00023752/01:1;27.04.2021;RIV/00023752:_____/20:43920381!RIV21-MSM-00023752;192243693;Journal of Sex &amp, Marital Therapy;;0092-623X;;46;6;Journal of Sex & Marital Therapy;;GB;;14;528-541;5,35E+11;2-s2.0-85084793899;A;;;;;;;;;P (LO1611);;
2;25;5;https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F00023752%3A_____%2F20%3A43920222%21RIV21-MSM-00023752;RIV/00023752:_____/20:43920222;MSM;The Prevalence of Paraphilic Interests in the Czech Population: Preference, Arousal, the Use of Pornography, Fantasy, and Behavior;;The Prevalence of Paraphilic Interests in the Czech Population: Preference, Arousal, the Use of Pornography, Fantasy, and Behavior;J;J/A;Jimp;eng;-;-;30215;U;2020;S;2;5;3;Bártová, Klára:Androvičová, Renáta:Krejčová, Lucie:Weiss, Petr:Klapilová, Kateřina;The number of population-based studies focused on the prevalence of paraphilic sexual interests in men is very low and for women, the subject remains largely unexplored. The two main aims of this study are to investigate the prevalence of paraphilias and to explore sex differences in an online representative sample of Czech men and women using various dimensions of sexual experience. We collected data about sexual motivations and behavior from a representative online sample of 10,044 Czechs (5,023 men and 5,021 women). In a standardized online interview, participants answered questions about selected dimensions of sexual experience within specific paraphilic patterns: sexual preferences, sexual arousal, sexual fantasies in the past 6 months, pornography use in the past 6 months, and experience with paraphilic behaviors. Our results show that 31.3% of men (n = 1,571) and 13.6% of women (n = 683) admitted to at least one paraphilic preference. Moreover, 15.5% of men and 5% of women reported more than one paraphilic preference. Except for beating/torture and humiliation/submission, in terms of real experience with such behaviors almost all paraphilias were more common among men than among women. Our results indicate that the high prevalence of some paraphilic patterns might render their pathologization problematic.;The number of population-based studies focused on the prevalence of paraphilic sexual interests in men is very low and for women, the subject remains largely unexplored. The two main aims of this study are to investigate the prevalence of paraphilias and to explore sex differences in an online representative sample of Czech men and women using various dimensions of sexual experience. We collected data about sexual motivations and behavior from a representative online sample of 10,044 Czechs (5,023 men and 5,021 women). In a standardized online interview, participants answered questions about selected dimensions of sexual experience within specific paraphilic patterns: sexual preferences, sexual arousal, sexual fantasies in the past 6 months, pornography use in the past 6 months, and experience with paraphilic behaviors. Our results show that 31.3% of men (n = 1,571) and 13.6% of women (n = 683) admitted to at least one paraphilic preference. Moreover, 15.5% of men and 5% of women reported more than one paraphilic preference. Except for beating/torture and humiliation/submission, in terms of real experience with such behaviors almost all paraphilias were more common among men than among women. Our results indicate that the high prevalence of some paraphilic patterns might render their pathologization problematic.;stigma:females:pedophilia:classification:men:sample:disorders:sexual interest:general-population:sadomasochistic subculture;https://www.tandfonline.com/doi/full/10.1080/00224499.2019.1707468;;10.1080/00224499.2019.1707468;ico:00023752;Národní ústav duševního zdraví;I;SPO;23752;Národní ústav duševního zdraví;Topolová;Klecany,;748;CZ;CZ02;CZ020;CZ0209;;;RIV21-MSM-00023752/01:1;27.04.2021;RIV/00023752:_____/20:43920222!RIV21-MSM-00023752;192243632;Journal of Sex Research;;0022-4499;;58;1;Journal of Sex Research;;GB;;11;86-96;5,06E+11;2-s2.0-85078607929;C;;;;;;;;;P (LO1611);;
