zpusob-vypisu;kod;nazev-originalni;nazev-anglicky;nazev-cesky;druh;poddruh;jazyk;vedni-obor;obor-skupina;obor;rok-uplatneni;kod-duvernosti;pocet-vyskytu;pocet-tvurcu-celkem;pocet-tvurcu-domaci;jmeno;prijmeni;cizi-statni-prislusnik;statni-prislusnost;domaci-tvurce;vedidk;orcid;scopusid;researcherid;klicova-slova;anotace-originalni;anotace-anglicky;anotace-cesky;www;doi-vysledku;www-vyzkum;j-nazev-periodika;j-issn;j-eissn;j-svazek-periodika;j-cislo-periodika;j-stat;j-pocet-stran;j-strana-oddo;j-kod-utwos;j-eid;j-oa-zpusob;j-oa-termin;predkladatel-id;predkladatel-nazev;dodavatel;rok-sberu;specifikace;datum-dodani;kontrolni-cislo;dalsi-vyskyty-vysledku;jine-vyskyty-vysledku;vyzkumne-aktivity;navaznosti
výskyt;RIV/61388955:_____/17:00484086;A MRCC study of the isomerisation of cyclopropane;A MRCC study of the isomerisation of cyclopropane;;J;A;eng;10403;;;2017;S;3;8;5;Jakub;Lang;CIZ;SK;A;;;;;[List];Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;;;10.1080/00268976.2017.1317112;;Molecular Physics;0026-8976;;115;21-22;GB;12;2743-2754;000415075100012;2-s2.0-85019045902;;;ico:61388955;Ústav fyzikální chemie Jaroslava Heyrovského AV ÈR, v. v. i.;AV0;2018;RIV/61388955:_____/17:00484086!RIV18-AV0-61388955;04.05.2018;191972625;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/17:00484086;A MRCC study of the isomerisation of cyclopropane;A MRCC study of the isomerisation of cyclopropane;;J;A;eng;10403;;;2017;S;3;8;5;Matìj;Švaòa;OCR;;A;6030394;;;;[List];Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;;;10.1080/00268976.2017.1317112;;Molecular Physics;0026-8976;;115;21-22;GB;12;2743-2754;000415075100012;2-s2.0-85019045902;;;ico:61388955;Ústav fyzikální chemie Jaroslava Heyrovského AV ÈR, v. v. i.;AV0;2018;RIV/61388955:_____/17:00484086!RIV18-AV0-61388955;04.05.2018;191972625;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/17:00484086;A MRCC study of the isomerisation of cyclopropane;A MRCC study of the isomerisation of cyclopropane;;J;A;eng;10403;;;2017;S;3;8;5;Ondøej;Demel;OCR;;A;7013507;;;F-6172-2014;[List];Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;;;10.1080/00268976.2017.1317112;;Molecular Physics;0026-8976;;115;21-22;GB;12;2743-2754;000415075100012;2-s2.0-85019045902;;;ico:61388955;Ústav fyzikální chemie Jaroslava Heyrovského AV ÈR, v. v. i.;AV0;2018;RIV/61388955:_____/17:00484086!RIV18-AV0-61388955;04.05.2018;191972625;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/17:00484086;A MRCC study of the isomerisation of cyclopropane;A MRCC study of the isomerisation of cyclopropane;;J;A;eng;10403;;;2017;S;3;8;5;Jiøí;Brabec;OCR;;A;8582513;;;;[List];Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;;;10.1080/00268976.2017.1317112;;Molecular Physics;0026-8976;;115;21-22;GB;12;2743-2754;000415075100012;2-s2.0-85019045902;;;ico:61388955;Ústav fyzikální chemie Jaroslava Heyrovského AV ÈR, v. v. i.;AV0;2018;RIV/61388955:_____/17:00484086!RIV18-AV0-61388955;04.05.2018;191972625;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/17:00484086;A MRCC study of the isomerisation of cyclopropane;A MRCC study of the isomerisation of cyclopropane;;J;A;eng;10403;;;2017;S;3;8;5;S.;Kedžuch;CIZ;SK;N;;;;;[List];Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;;;10.1080/00268976.2017.1317112;;Molecular Physics;0026-8976;;115;21-22;GB;12;2743-2754;000415075100012;2-s2.0-85019045902;;;ico:61388955;Ústav fyzikální chemie Jaroslava Heyrovského AV ÈR, v. v. i.;AV0;2018;RIV/61388955:_____/17:00484086!RIV18-AV0-61388955;04.05.2018;191972625;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/17:00484086;A MRCC study of the isomerisation of cyclopropane;A MRCC study of the isomerisation of cyclopropane;;J;A;eng;10403;;;2017;S;3;8;5;J.;Noga;CIZ;SK;N;;;;;[List];Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;;;10.1080/00268976.2017.1317112;;Molecular Physics;0026-8976;;115;21-22;GB;12;2743-2754;000415075100012;2-s2.0-85019045902;;;ico:61388955;Ústav fyzikální chemie Jaroslava Heyrovského AV ÈR, v. v. i.;AV0;2018;RIV/61388955:_____/17:00484086!RIV18-AV0-61388955;04.05.2018;191972625;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/17:00484086;A MRCC study of the isomerisation of cyclopropane;A MRCC study of the isomerisation of cyclopropane;;J;A;eng;10403;;;2017;S;3;8;5;K.;Kowalski;CIZ;PL;N;;;;;[List];Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;;;10.1080/00268976.2017.1317112;;Molecular Physics;0026-8976;;115;21-22;GB;12;2743-2754;000415075100012;2-s2.0-85019045902;;;ico:61388955;Ústav fyzikální chemie Jaroslava Heyrovského AV ÈR, v. v. i.;AV0;2018;RIV/61388955:_____/17:00484086!RIV18-AV0-61388955;04.05.2018;191972625;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/17:00484086;A MRCC study of the isomerisation of cyclopropane;A MRCC study of the isomerisation of cyclopropane;;J;A;eng;10403;;;2017;S;3;8;5;Jiøí;Pittner;OCR;;A;6643604;;;F-5128-2014;[List];Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;Mukherjee's and Brillouin-Wigner multi-reference coupled clustermethods with universal state selective (USS) corrections were used to study the isomerisation of cyclopropane to propene through a trimethylene/propylidene diradicals. Main aim was to obtain high quality ab-initio data using advanced methods that treat both static and dynamic correlation in the involved species, however, we also report implementation of the diagonal USS correction in the LPNO-MRCC code and its performance assessment. The MkCCSD(T)/cc-pV5Z lower bound of interaction energy of cyclopropane isomerisation via trimethylene is 65.6 kcal/mol (59.9 kcal/mol with ZPVE correction), in a good agreement with experimental values in the range 60-65 kcal/mol. The MkCCSD(T)/cc-pV5Z adiabatic singlettriplet gap in trimethylene is 0.6 kcal/mol, slightly higher than previous CASPT2 result 0.7 kcal/mol by Skancke et al.;;;10.1080/00268976.2017.1317112;;Molecular Physics;0026-8976;;115;21-22;GB;12;2743-2754;000415075100012;2-s2.0-85019045902;;;ico:61388955;Ústav fyzikální chemie Jaroslava Heyrovského AV ÈR, v. v. i.;AV0;2018;RIV/61388955:_____/17:00484086!RIV18-AV0-61388955;04.05.2018;191972625;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/16:00451459;Benchmark Applications of Variations of Multireference Equation of Motion Coupled-Cluster Theory;Benchmark Applications of Variations of Multireference Equation of Motion Coupled-Cluster Theory;;J;;eng;;C;CF;2016;S;2;3;1;L. M.;Huntington;CIZ;CA;N;;;;;[List];In this work, several variations of the Multireference Equation of Motion (MR-EOM)  methodology are investigated for the calculation of excitation spectra. These variants  of MR-EOM are characterized by the following aspects: 1. the operators included in  the sequence of similarity transformations of the molecular electronic Hamiltonian,  2. whether or not permutational symmetries (i.e. Hermitization, vertex-symmetry)  are imposed on the final elements of the similarity transformed Hamiltonian, 3. the  size of the manifold over which the similarity transformed Hamiltonian is diagonalized,  4. whether or not the two-body cumulant is included in the expressions defining the  amplitudes and the elements of the transformed Hamiltonian. The MR-EOM methods  are benchmarked for the calculation of the excitation energies of a test set of organic molecules. With the availability of reliable benchmark data for this test set, it is possible  to gauge the relative accuracy of these approaches. We also further examine a subset of  the MR-EOM methods for the calculation of the excitation energies of some transition  metal complexes. These systems prove to be particularly difficult for single-reference  coupled-cluster methods.;In this work, several variations of the Multireference Equation of Motion (MR-EOM)  methodology are investigated for the calculation of excitation spectra. These variants  of MR-EOM are characterized by the following aspects: 1. the operators included in  the sequence of similarity transformations of the molecular electronic Hamiltonian,  2. whether or not permutational symmetries (i.e. Hermitization, vertex-symmetry)  are imposed on the final elements of the similarity transformed Hamiltonian, 3. the  size of the manifold over which the similarity transformed Hamiltonian is diagonalized,  4. whether or not the two-body cumulant is included in the expressions defining the  amplitudes and the elements of the transformed Hamiltonian. The MR-EOM methods  are benchmarked for the calculation of the excitation energies of a test set of organic molecules. With the availability of reliable benchmark data for this test set, it is possible  to gauge the relative accuracy of these approaches. We also further examine a subset of  the MR-EOM methods for the calculation of the excitation energies of some transition  metal complexes. These systems prove to be particularly difficult for single-reference  coupled-cluster methods.;;;10.1021/acs.jctc.5b00799;;Journal of Chemical Theory and Computation;1549-9618;;12;1;US;60;114-132;000368322500012;2-s2.0-84954444163;;;ico:61388955;Ústav fyzikální chemie Jaroslava Heyrovského AV ÈR, v. v. i.;AV0;2017;RIV/61388955:_____/16:00451459!RIV17-AV0-61388955;05.05.2017;191872775;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/16:00451459;Benchmark Applications of Variations of Multireference Equation of Motion Coupled-Cluster Theory;Benchmark Applications of Variations of Multireference Equation of Motion Coupled-Cluster Theory;;J;;eng;;C;CF;2016;S;2;3;1;Ondøej;Demel;OCR;;A;7013507;;;;[List];In this work, several variations of the Multireference Equation of Motion (MR-EOM)  methodology are investigated for the calculation of excitation spectra. These variants  of MR-EOM are characterized by the following aspects: 1. the operators included in  the sequence of similarity transformations of the molecular electronic Hamiltonian,  2. whether or not permutational symmetries (i.e. Hermitization, vertex-symmetry)  are imposed on the final elements of the similarity transformed Hamiltonian, 3. the  size of the manifold over which the similarity transformed Hamiltonian is diagonalized,  4. whether or not the two-body cumulant is included in the expressions defining the  amplitudes and the elements of the transformed Hamiltonian. The MR-EOM methods  are benchmarked for the calculation of the excitation energies of a test set of organic molecules. With the availability of reliable benchmark data for this test set, it is possible  to gauge the relative accuracy of these approaches. We also further examine a subset of  the MR-EOM methods for the calculation of the excitation energies of some transition  metal complexes. These systems prove to be particularly difficult for single-reference  coupled-cluster methods.;In this work, several variations of the Multireference Equation of Motion (MR-EOM)  methodology are investigated for the calculation of excitation spectra. These variants  of MR-EOM are characterized by the following aspects: 1. the operators included in  the sequence of similarity transformations of the molecular electronic Hamiltonian,  2. whether or not permutational symmetries (i.e. Hermitization, vertex-symmetry)  are imposed on the final elements of the similarity transformed Hamiltonian, 3. the  size of the manifold over which the similarity transformed Hamiltonian is diagonalized,  4. whether or not the two-body cumulant is included in the expressions defining the  amplitudes and the elements of the transformed Hamiltonian. The MR-EOM methods  are benchmarked for the calculation of the excitation energies of a test set of organic molecules. With the availability of reliable benchmark data for this test set, it is possible  to gauge the relative accuracy of these approaches. We also further examine a subset of  the MR-EOM methods for the calculation of the excitation energies of some transition  metal complexes. These systems prove to be particularly difficult for single-reference  coupled-cluster methods.;;;10.1021/acs.jctc.5b00799;;Journal of Chemical Theory and Computation;1549-9618;;12;1;US;60;114-132;000368322500012;2-s2.0-84954444163;;;ico:61388955;Ústav fyzikální chemie Jaroslava Heyrovského AV ÈR, v. v. i.;AV0;2017;RIV/61388955:_____/16:00451459!RIV17-AV0-61388955;05.05.2017;191872775;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/16:00451459;Benchmark Applications of Variations of Multireference Equation of Motion Coupled-Cluster Theory;Benchmark Applications of Variations of Multireference Equation of Motion Coupled-Cluster Theory;;J;;eng;;C;CF;2016;S;2;3;1;M.;Nooijen;CIZ;CA;N;;;;;[List];In this work, several variations of the Multireference Equation of Motion (MR-EOM)  methodology are investigated for the calculation of excitation spectra. These variants  of MR-EOM are characterized by the following aspects: 1. the operators included in  the sequence of similarity transformations of the molecular electronic Hamiltonian,  2. whether or not permutational symmetries (i.e. Hermitization, vertex-symmetry)  are imposed on the final elements of the similarity transformed Hamiltonian, 3. the  size of the manifold over which the similarity transformed Hamiltonian is diagonalized,  4. whether or not the two-body cumulant is included in the expressions defining the  amplitudes and the elements of the transformed Hamiltonian. The MR-EOM methods  are benchmarked for the calculation of the excitation energies of a test set of organic molecules. With the availability of reliable benchmark data for this test set, it is possible  to gauge the relative accuracy of these approaches. We also further examine a subset of  the MR-EOM methods for the calculation of the excitation energies of some transition  metal complexes. These systems prove to be particularly difficult for single-reference  coupled-cluster methods.;In this work, several variations of the Multireference Equation of Motion (MR-EOM)  methodology are investigated for the calculation of excitation spectra. These variants  of MR-EOM are characterized by the following aspects: 1. the operators included in  the sequence of similarity transformations of the molecular electronic Hamiltonian,  2. whether or not permutational symmetries (i.e. Hermitization, vertex-symmetry)  are imposed on the final elements of the similarity transformed Hamiltonian, 3. the  size of the manifold over which the similarity transformed Hamiltonian is diagonalized,  4. whether or not the two-body cumulant is included in the expressions defining the  amplitudes and the elements of the transformed Hamiltonian. The MR-EOM methods  are benchmarked for the calculation of the excitation energies of a test set of organic molecules. With the availability of reliable benchmark data for this test set, it is possible  to gauge the relative accuracy of these approaches. We also further examine a subset of  the MR-EOM methods for the calculation of the excitation energies of some transition  metal complexes. These systems prove to be particularly difficult for single-reference  coupled-cluster methods.;;;10.1021/acs.jctc.5b00799;;Journal of Chemical Theory and Computation;1549-9618;;12;1;US;60;114-132;000368322500012;2-s2.0-84954444163;;;ico:61388955;Ústav fyzikální chemie Jaroslava Heyrovského AV ÈR, v. v. i.;AV0;2017;RIV/61388955:_____/16:00451459!RIV17-AV0-61388955;05.05.2017;191872775;[List];[List];[List];[List]
výskyt;RIV/61388955:_____/16:00451459;Benchmark Applications of Variations of Multireference Equation of Motion Coupled-Cluster Theory;Benchmark Applications of Variations of Multireference Equation of Motion Coupled-Cluster Theory;;J;;eng;;C;CF;2016;S;2;3;1;L. M.;Huntington;CIZ;CA;N;;;;;[List];In this work, several variations of the Multireference Equation of Motion (MR-EOM)  methodology are investigated for the calculation of excitation spectra. These variants  of MR-EOM are characterized by the following aspects: 1. the operators included in  the sequence of similarity transformations of the molecular electronic Hamiltonian,  2. whether or not permutational symmetries (i.e. Hermitization, vertex-symmetry)  are imposed on the final elements of the similarity transformed Hamiltonian, 3. the  size of the manifold over which the similarity transformed Hamiltonian is diagonalized,  4. whether or not the two-body cumulant is included in the expressions defining the  amplitudes and the elements of the transformed Hamiltonian. The MR-EOM methods  are benchmarked for the calculation of the excitation energies of a test set of organic molecules. With the availability of reliable benchmark data for this test set, it is possible  to gauge the relative accuracy of these approaches. We also further examine a subset of  the MR-EOM methods for the calculation of the excitation energies of some transition  metal complexes. These systems prove to be particularly difficult for single-reference  coupled-cluster methods.;In this work, several variations of the Multireference Equation of Motion (MR-EOM)  methodology are investigated for the calculation of excitation spectra. These variants  of MR-EOM are characterized by the following aspects: 1. the operators included in  the sequence of similarity transformations of the molecular electronic Hamiltonian,  2. whether or not permutational symmetries (i.e. Hermitization, vertex-symmetry)  are imposed on the final elements of the similarity transformed Hamiltonian, 3. the  size of the manifold over which the similarity transformed Hamiltonian is diagonalized,  4. whether or not the two-body cumulant is included in the expressions defining the  amplitudes and the elements of the transformed Hamiltonian. The MR-EOM methods  are benchmarked for the calculation of the excitation energies of a test set of organic molecules. With the availability of reliable benchmark data for this test set, it is possible  to gauge the relative accuracy of these approaches. We also further examine a subset of  the MR-EOM methods for the calculation of the excitation energies of some transition  metal complexes. These systems prove to be particularly difficult for single-reference  coupled-cluster methods.;;;10.1021/acs.jctc.5b00799;;Journal of Chemical Theory and Computation;1549-9618;;12;1;US;60;114-132;000368322500012;2-s2.0-84954444163;;;ico:61388955;Ústav fyzikální chemie Jaroslava Heyrovského AV ÈR, v. v. i.;GA0;2017;RIV/61388955:_____/16:00451459!RIV17-GA0-61388955;09.05.2017;191877716;[List];[List];[List];[List]
